Age,last_mod,tot_bath,Overall Qual,Overall Cond,Lot Area,Mas Vnr Area,Garage Area,Kitchen Qual,total_SF,Screen Porch,TotRms AbvGrd,Exter Qual,SalePrice,age*mod,overall**,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl
78,58,1.0,5,7,8155,0.0,0.0,3,1980.0,0,7,3,119000,4524,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,2,3.0,7,5,5500,0.0,246.0,3,2146.0,0,4,3,157000,4,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
38,38,1.5,5,5,11553,188.0,336.0,3,2210.0,0,7,3,158000,1444,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
52,52,2.0,4,4,7150,0.0,352.0,2,2730.0,0,7,3,115000,2704,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30,30,2.0,5,5,6285,0.0,308.0,3,1788.0,0,5,3,120750,900,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10,10,3.5,7,5,7500,0.0,663.0,4,2488.0,0,7,4,216000,100,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
37,37,1.5,4,5,2001,80.0,286.0,3,1638.0,0,6,3,75000,1369,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
34,34,2.5,6,5,19508,144.0,484.0,3,2860.0,0,6,3,192000,1156,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,28,2.0,6,6,7176,200.0,616.0,3,2000.0,180,6,3,160500,784,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2.0,7,5,10652,306.0,840.0,4,2988.0,0,7,4,279500,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
45,45,2.0,5,6,11235,0.0,440.0,4,2056.0,64,6,3,148000,2025,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,3,2.0,5,7,10265,0.0,294.0,4,1984.0,0,6,3,145000,123,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,13,3.5,8,7,14541,0.0,796.0,4,3858.0,0,10,4,310000,169,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
43,43,1.5,6,5,10184,379.0,294.0,3,2229.0,0,6,3,165000,1849,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,4,3.5,8,7,46589,528.0,711.0,4,4077.0,0,8,4,402000,60,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,2.5,7,5,10625,0.0,936.0,4,2984.0,0,9,4,250000,9,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,36,2.0,4,6,1470,0.0,0.0,3,1260.0,0,3,3,73000,1296,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35,35,3.0,5,5,9000,0.0,0.0,3,2688.0,0,8,3,136000,1225,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,1,3.0,9,5,5911,278.0,556.0,5,3125.0,0,6,5,282500,1,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5,4,2.0,8,5,8987,226.0,880.0,4,3190.0,0,6,4,221500,20,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12,11,2.0,4,5,17871,0.0,628.0,4,3360.0,0,7,3,170000,132,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,42,2.0,6,4,11500,0.0,480.0,3,2080.0,0,6,2,163000,1764,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,12,2.5,8,5,12257,513.0,752.0,4,3849.0,0,9,4,290000,144,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11,10,2.5,8,5,9044,526.0,933.0,4,3863.0,0,8,4,330000,110,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,36,2.5,6,5,1680,504.0,264.0,3,1470.0,0,5,3,111000,1296,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7,7,3.5,6,5,9468,148.0,530.0,3,2595.0,0,7,3,214000,49,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
55,55,1.5,5,6,9373,84.0,636.0,3,2304.0,0,6,3,137500,3025,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6,6,3.5,7,5,7000,0.0,581.0,5,2810.0,0,7,4,240900,36,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,18,3.5,7,5,10186,0.0,564.0,4,2673.0,0,8,4,190000,324,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,7,3.0,7,5,11664,0.0,1231.0,4,3180.0,0,6,4,250000,49,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
31,3,3.0,5,8,10768,0.0,528.0,4,2874.0,180,6,4,218000,93,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14,14,3.5,7,6,10530,194.0,473.0,4,3223.0,0,8,4,255000,196,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2.0,7,5,14859,27.0,690.0,4,3340.0,0,7,4,240000,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,2.5,8,5,10481,0.0,894.0,4,4280.0,0,8,4,360000,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,9,2.5,5,8,9350,0.0,502.0,4,2484.0,0,6,3,179900,387,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,13,3.0,5,6,18030,0.0,0.0,5,4205.0,0,12,3,200500,793,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,59,1.0,3,6,5925,0.0,0.0,3,1568.0,0,6,3,37900,5841,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,6,2.0,8,5,6718,86.0,471.0,4,2579.0,0,5,4,180500,36,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9,9,7.0,7,5,11855,23.0,820.0,3,3955.0,0,8,3,269500,81,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
4,4,2.5,7,5,12394,0.0,433.0,4,2580.0,0,7,4,225000,16,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,57,1.0,6,7,7000,0.0,720.0,4,1935.0,0,6,3,141000,3819,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,3.0,9,5,10367,284.0,927.0,5,3482.0,0,8,5,335000,1,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,6,2.5,5,8,15240,0.0,308.0,3,2052.0,0,5,4,150000,198,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,19,2.5,9,5,50271,0.0,894.0,4,3684.0,0,5,4,385000,475,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
44,19,2.5,7,6,13600,176.0,486.0,3,2754.0,189,7,3,205000,836,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,3.0,7,5,6762,24.0,632.0,4,2395.0,0,6,4,206000,16,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,2.0,7,5,8500,106.0,626.0,4,2844.0,0,7,4,179600,9,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
55,55,1.0,4,5,8877,0.0,396.0,3,2056.0,0,6,3,102000,3025,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
31,31,2.5,5,6,15611,0.0,540.0,5,2252.0,0,6,3,175000,961,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
50,5,2.0,5,5,13300,0.0,896.0,3,2399.0,0,6,3,159000,250,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
32,32,2.0,6,6,6500,84.0,480.0,3,2254.0,0,6,3,135000,1024,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,34,2.0,6,4,9525,0.0,325.0,3,2849.0,0,7,3,136900,1768,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
45,12,1.0,5,7,6993,0.0,288.0,3,2148.0,0,6,3,135000,540,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,10,3.5,8,5,9430,673.0,856.0,4,3617.0,180,8,4,337000,100,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
38,22,3.5,6,7,11029,220.0,619.0,4,3708.0,222,9,3,250000,836,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,12,3.5,8,5,14311,402.0,787.0,4,3576.0,0,9,4,306000,144,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
22,21,6.0,5,5,10800,0.0,0.0,3,2400.0,0,5,3,179000,462,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1,2.0,7,5,3604,0.0,540.0,4,2081.0,0,5,4,146000,1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
92,57,1.5,6,5,10320,0.0,720.0,3,3318.0,0,7,3,161000,5244,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33,9,3.0,6,7,10603,28.0,480.0,4,3220.0,0,6,3,205000,297,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22,22,3.0,7,6,4084,340.0,512.0,4,2778.0,0,6,4,241500,484,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
46,46,2.0,4,5,7943,192.0,261.0,3,2058.0,0,5,3,118500,2116,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48,48,1.5,5,4,6930,120.0,288.0,4,2414.0,0,6,3,130000,2304,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
67,57,1.0,5,8,7200,279.0,379.0,3,1880.0,0,5,3,130000,3819,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,3.5,10,5,16052,734.0,736.0,5,4548.0,0,11,5,535000,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
47,47,1.5,5,6,7150,60.0,252.0,3,1824.0,0,6,3,123000,2209,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
53,53,2.0,4,5,6012,0.0,0.0,3,1152.0,0,6,3,82000,2809,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
88,43,1.0,7,8,5350,0.0,288.0,3,2074.0,0,7,3,132000,3784,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
85,38,1.0,5,6,5400,0.0,326.0,3,2146.0,0,4,3,108480,3230,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
39,39,2.5,5,5,9535,450.0,512.0,3,2634.0,0,7,3,165000,1521,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,2.0,7,5,7441,170.0,566.0,4,2947.0,0,7,4,181000,1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48,48,2.0,5,5,15400,0.0,384.0,3,2067.0,0,8,3,165000,2304,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,41,2.0,5,5,10544,0.0,275.0,3,2343.0,0,8,3,161000,1681,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2.0,8,5,10936,60.0,510.0,4,3008.0,0,7,4,199000,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,7,3.5,7,5,11316,44.0,510.0,4,2711.0,0,8,4,214900,56,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,2.0,8,5,8640,0.0,584.0,4,2556.0,0,5,4,198600,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,8,2.5,8,5,12090,650.0,420.0,4,3404.0,0,10,4,258000,64,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9,9,7.0,7,5,7939,23.0,820.0,3,3955.0,0,8,3,269500,81,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
6,6,2.5,7,5,7750,0.0,403.0,4,2121.0,0,6,4,176000,36,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
43,16,2.5,6,7,9350,108.0,309.0,4,2604.0,0,7,3,158000,688,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,7,3.5,8,5,7750,0.0,527.0,4,1827.0,0,7,4,184100,49,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,36,2.5,6,5,13001,176.0,944.0,3,2845.0,0,6,3,170000,1296,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,23,3.5,6,6,13607,242.0,501.0,3,2554.0,0,6,3,208000,529,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,6,2.0,6,5,4435,170.0,420.0,4,1696.0,0,4,4,140000,36,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2,1,3.5,8,5,3843,174.0,482.0,5,3244.0,0,5,5,230000,2,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
19,19,3.0,8,5,5950,0.0,462.0,4,2674.0,0,5,4,188500,361,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
66,56,1.5,5,6,12400,0.0,410.0,3,2618.0,113,7,3,194000,3696,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
52,50,2.0,5,5,10425,0.0,384.0,3,2208.0,0,5,3,133000,2600,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31,31,1.0,5,5,16269,76.0,343.0,3,1814.0,0,5,3,140000,961,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8,8,2.5,7,5,8998,120.0,532.0,4,2434.0,0,6,4,207500,64,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,12,2.5,6,7,10400,256.0,515.0,4,3572.0,168,8,3,256900,504,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
67,57,1.0,5,6,10134,0.0,240.0,3,1769.0,0,5,3,109000,3819,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30,30,2.0,5,5,7007,0.0,400.0,3,1513.0,0,8,3,113722,900,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,3,2.0,8,5,11645,76.0,844.0,4,2996.0,0,7,4,237000,12,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44,44,2.0,5,7,8250,0.0,692.0,4,2106.0,109,6,3,142100,1936,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52,52,3.0,6,5,11027,28.0,452.0,3,2471.0,0,5,3,149900,2704,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,3.0,9,5,12350,450.0,896.0,5,4040.0,0,7,5,404000,1,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44,8,4.0,7,8,18275,0.0,441.0,3,3886.0,0,9,3,277500,352,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
25,25,2.5,6,5,9206,336.0,476.0,4,2473.0,0,7,4,178000,625,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,3.0,8,5,6240,176.0,550.0,4,2648.0,0,6,4,254000,9,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
87,40,1.0,2,2,9656,0.0,780.0,3,1510.0,0,5,3,12789,3480,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,11,2.0,7,5,7875,38.0,402.0,3,2490.0,0,6,3,176000,132,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,3.5,9,5,16259,370.0,840.0,4,3845.0,0,9,3,342643,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
40,40,1.0,5,6,6173,75.0,288.0,3,1778.0,0,6,3,125500,1600,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,19,2.0,6,5,12890,128.0,438.0,3,2990.0,0,8,3,150000,361,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,2.0,8,5,10440,0.0,594.0,5,3158.0,0,6,5,261329,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,3,2.0,7,5,7500,120.0,0.0,4,2160.0,0,6,3,141000,12,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
54,54,2.0,4,6,9532,0.0,280.0,3,2752.0,0,6,3,153000,2916,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,2.0,7,5,3922,72.0,648.0,4,2516.0,0,6,4,172500,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
92,4,1.0,6,7,8730,0.0,384.0,3,2094.0,259,7,3,153575,368,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
77,0,1.0,5,9,6060,0.0,216.0,4,1838.0,0,5,4,124900,0,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2.5,9,5,14450,315.0,732.0,5,4242.0,142,8,5,415298,0,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,59,1.0,6,6,5400,0.0,207.0,3,2016.0,0,6,2,119000,5251,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,2.0,8,5,10000,410.0,825.0,4,3176.0,0,7,4,227000,1,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,2,2.5,5,7,10007,54.0,312.0,4,2106.0,0,5,4,145500,98,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,56,2.0,3,5,7830,0.0,200.0,3,984.0,0,3,3,61500,4760,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,37,2.0,7,6,11727,434.0,506.0,3,3702.0,0,8,3,192100,1369,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,44,2.5,6,7,10320,0.0,308.0,3,2101.0,0,7,3,116000,4136,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49,49,1.5,6,8,10482,63.0,264.0,3,1726.0,0,6,3,145000,2401,48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,6,4.0,9,5,15274,724.0,886.0,5,4904.0,0,10,4,445000,36,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
32,1,2.0,5,7,8800,0.0,484.0,4,2080.0,288,5,3,150500,32,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,16,2.5,6,5,10000,0.0,440.0,3,2418.0,0,7,3,175900,272,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,35,3.0,6,6,10140,196.0,528.0,3,2232.0,0,6,3,167900,1225,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2.5,7,5,14054,0.0,660.0,4,2742.0,0,9,4,219210,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18,18,2.5,6,5,11218,0.0,462.0,4,2900.0,0,8,4,189000,324,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
51,51,2.0,5,4,8856,143.0,292.0,3,2352.0,95,6,3,136500,2601,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
44,2,2.0,5,7,7800,47.0,416.0,4,1756.0,0,5,3,137900,88,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,3,2.0,5,4,7200,0.0,280.0,3,2044.0,0,4,3,85000,297,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
55,55,2.0,5,3,10680,44.0,528.0,3,4272.0,0,7,3,137900,3025,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10,10,2.5,6,5,9535,0.0,472.0,3,2530.0,0,7,3,195500,100,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
95,60,2.5,6,4,6858,0.0,216.0,2,2453.0,0,6,3,128000,5700,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,1,2.0,5,8,8100,0.0,420.0,4,1728.0,0,5,3,135000,47,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
33,33,1.5,5,6,9216,176.0,576.0,3,2152.0,0,5,3,143195,1089,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,48,1.0,5,6,9100,0.0,308.0,3,1521.0,0,4,3,79500,3744,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,4,2.5,7,5,12774,95.0,478.0,4,2498.0,0,8,4,192500,20,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
59,39,1.5,5,7,6000,0.0,308.0,3,2096.0,0,6,3,129500,2301,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12,11,2.5,6,5,10364,0.0,373.0,3,2378.0,0,7,3,168000,132,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
69,58,2.0,6,5,6000,0.0,240.0,3,2081.0,0,7,3,105000,4002,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
36,36,2.5,6,5,10530,0.0,576.0,3,1962.0,0,5,3,143250,1296,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13,2,1.5,5,6,9525,0.0,352.0,4,2198.0,0,6,3,144000,26,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16,8,3.5,7,5,8880,0.0,463.0,4,3058.0,0,8,4,205000,128,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,33,2.0,6,6,8410,0.0,528.0,3,1996.0,0,5,3,143000,1089,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7,7,2.5,9,5,4385,0.0,588.0,5,2838.0,0,5,4,290000,49,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,0,3.5,9,5,12919,760.0,820.0,5,4694.0,0,11,5,611657,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13,13,2.0,5,5,12464,0.0,576.0,4,2080.0,0,6,3,152000,169,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18,18,2.0,8,5,5005,0.0,506.0,4,2560.0,144,5,4,191500,324,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3,2,2.5,8,5,9591,344.0,852.0,4,3616.0,0,9,4,317000,6,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,9,1.5,7,8,6960,0.0,224.0,4,1982.0,126,6,3,165250,603,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
42,42,1.0,5,5,9825,0.0,264.0,3,2184.0,161,6,3,123000,1764,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,52,2.0,6,8,14175,0.0,621.0,3,2176.0,0,4,3,185000,2704,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,44,2.0,7,6,7400,0.0,528.0,3,2090.0,0,6,3,120000,1936,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
41,41,3.0,6,7,10738,0.0,484.0,3,2186.0,0,6,3,158500,1681,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,2.5,6,5,8366,0.0,520.0,4,2438.0,0,6,4,173000,16,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
45,45,2.0,4,5,9842,0.0,462.0,3,1224.0,0,6,3,101800,2025,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
73,2,2.0,7,9,7200,0.0,576.0,4,1695.0,0,6,4,155000,146,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
84,59,1.0,5,7,10230,0.0,264.0,5,2132.0,112,6,3,125000,4956,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
51,51,1.0,4,6,8626,1.0,331.0,3,968.0,0,5,3,104500,2601,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,4,3.5,9,5,8834,216.0,738.0,5,3686.0,0,10,4,350000,20,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
56,56,2.0,3,4,8544,0.0,400.0,3,1040.0,0,6,3,93500,3136,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
